app_id,app_roles,deletion_timestamp,group_membership_claims,id,identifier_uris,informational_urls,is_device_only_auth_supported,key_credentials,known_client_applications,logout_url,name,oauth2_permissions,object_type,optional_claims,password_credentials,pre_authorized_applications,public_client,publisher_domain,required_resource_access,sign_in_audience,www_homepage
225519d1-c3f9-444a-a500-18aaaec428ad,[],null,null,05190ee1-637b-4ed3-877c-d7e442db6ba3,[],"{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,Test Pilot (Power Virtual Agents),[],Application,null,[],[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,[],AzureADMultipleOrgs,null
34027e85-ce6f-4ad9-85f3-346c75645453,[],null,null,0532d3b4-dc44-4703-8ccc-adbef38261c2,"[""https://WindowsDefenderATPThreatIntelAPI""]","{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,WindowsDefenderATPThreatIntelAPI,"[{""adminConsentDescription"":""Allow the application to access WindowsDefenderATPThreatIntelAPI on behalf of the signed-in user."",""adminConsentDisplayName"":""Access WindowsDefenderATPThreatIntelAPI"",""id"":""d540ad3e-c73f-4b0f-92aa-5be5091be350"",""isEnabled"":true,""type"":""User"",""userConsentDescription"":""Allow the application to access WindowsDefenderATPThreatIntelAPI on your behalf."",""userConsentDisplayName"":""Access WindowsDefenderATPThreatIntelAPI"",""value"":""user_impersonation""}]",Application,null,[],[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,"[{""resourceAccess"":[{""id"":""311a71cc-e848-46a1-bdf8-97ff7156d8e6"",""type"":""Scope""}],""resourceAppId"":""00000002-0000-0000-c000-000000000000""}]",AzureADMyOrg,null
8bca7a77-ae1f-4d6a-ba4c-0af898351a03,[],null,null,06b31c6c-e01b-4593-856a-b7f80592b7ea,[],"{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,D365 Sales Agent - Engage Autonomous (Microsoft Copilot Studio),[],Application,null,[],[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,[],AzureADMyOrg,null
a7153297-ff7a-489c-83a7-d030c3b4e06b,"[{""allowedMemberTypes"":[""User""],""description"":""msiam_access"",""displayName"":""msiam_access"",""id"":""a1eb368d-52af-4b80-bc39-ea5652b38dc2"",""isEnabled"":true,""origin"":""Application"",""value"":null}]",null,null,06c1ec2a-9efd-445b-87fd-2c9f52cf08b5,"[""https://www.netsparkercloud.com/""]","{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,Netsparker Enterprise,"[{""adminConsentDescription"":""Allow the application to access Netsparker Enterprise on behalf of the signed-in user."",""adminConsentDisplayName"":""Access Netsparker Enterprise"",""id"":""04a98875-7734-446a-8f54-381499e8b094"",""isEnabled"":true,""type"":""User"",""userConsentDescription"":""Allow the application to access Netsparker Enterprise on your behalf."",""userConsentDisplayName"":""Access Netsparker Enterprise"",""value"":""user_impersonation""}]",Application,null,[],[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,[],AzureADMyOrg,https://www.netsparkercloud.com/account/assertionconsumerservice/*?metadata=netsparkerenterprise|ISV9.2|primary|z
d8fcc4e1-89ee-47c4-906d-a6d48155a2c4,[],null,null,06c3c7df-da89-4d52-a0cf-9572e509e5b6,[],"{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,WGU_Aviatrix,[],Application,null,"[{""customKeyIdentifier"":null,""displayName"":""WGU_Aviatrix 2025-2026"",""endDateTime"":""2026-05-02T17:39:48.357Z"",""hint"":""54z"",""keyId"":""817d2f24-36ce-46f4-9e2b-da5e01c73b69"",""secretText"":null,""startDateTime"":""2025-05-02T17:39:48.357Z""},{""customKeyIdentifier"":null,""displayName"":""WGU_Aviatrix 2024-2025"",""endDateTime"":""2025-05-09T22:21:23.579Z"",""hint"":""eCj"",""keyId"":""014691cc-6174-47f6-a629-a67f77fad041"",""secretText"":null,""startDateTime"":""2024-05-09T22:21:23.579Z""},{""customKeyIdentifier"":null,""displayName"":""WGU_Aviatrix 2023-2024"",""endDateTime"":""2024-05-09T16:50:45.143Z"",""hint"":""ZJ0"",""keyId"":""d5128d79-69cb-49cd-97bb-c61b0212db9e"",""secretText"":null,""startDateTime"":""2023-05-10T16:50:45.143Z""}]",[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,"[{""resourceAccess"":[{""id"":""e1fe6dd8-ba31-4d61-89e7-88639da4683d"",""type"":""Scope""}],""resourceAppId"":""00000003-0000-0000-c000-000000000000""}]",AzureADMyOrg,null
667b7b97-e0b3-4dae-ab54-60eced32a7e3,[],null,null,0729b62f-8ca9-4d26-9771-9345a79ca177,[],"{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,Team Assist (Power Virtual Agents),[],Application,null,[],[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,[],AzureADMultipleOrgs,null
c9cd41ec-c520-4de7-b369-1dc15b8424ae,[],null,null,076114b7-0938-4eb6-8c05-30b934e4c658,[],"{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,CRASH,[],Application,null,[],[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,[],AzureADandPersonalMicrosoftAccount,null
e71f9213-c952-4f2e-b13e-b649e3cbabc4,[],null,null,07850c03-5477-4ec2-82cb-46e7dc50538c,"[""https://authentise-test-saml.azurewebsites.net""]","{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,authentise-test-saml,"[{""adminConsentDescription"":""Allow the application to access authentise-test-saml on behalf of the signed-in user."",""adminConsentDisplayName"":""Access authentise-test-saml"",""id"":""dba1f866-8dbf-4c15-a931-2bee0d95c4fa"",""isEnabled"":true,""type"":""User"",""userConsentDescription"":""Allow the application to access authentise-test-saml on your behalf."",""userConsentDisplayName"":""Access authentise-test-saml"",""value"":""user_impersonation""}]",Application,null,"[{""customKeyIdentifier"":null,""displayName"":null,""endDateTime"":""2027-10-13T16:40:09.7361174Z"",""hint"":null,""keyId"":""a98d9a55-20a8-4ccb-a8c7-557c323cd63d"",""secretText"":null,""startDateTime"":""2017-10-13T16:40:09.7361174Z""}]",[],"{""redirectUris"":[]}",null,"[{""resourceAccess"":[{""id"":""311a71cc-e848-46a1-bdf8-97ff7156d8e6"",""type"":""Scope""}],""resourceAppId"":""00000002-0000-0000-c000-000000000000""}]",AzureADMyOrg,https://authentise-test-saml.azurewebsites.net
66f28336-8ca0-442b-9212-a90de91e2dd4,[],null,null,07953bb0-5b31-4a61-ad1a-1e7513f93183,[],"{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,Real Estate Booking Service (Microsoft Copilot Studio),[],Application,null,[],[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,[],AzureADMultipleOrgs,null
df411034-56fb-4ab2-b1a9-99f24f5126cb,[],null,null,07ccaca4-e210-4b91-864f-d5aa7bf49216,[],"{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,Learner360-Mail-Integration,[],Application,null,"[{""customKeyIdentifier"":null,""displayName"":""Learner360-Mail 2025-2026"",""endDateTime"":""2026-04-22T15:04:48.777Z"",""hint"":""B9n"",""keyId"":""fbce89e4-00cb-4968-a8a2-595aafa77f82"",""secretText"":null,""startDateTime"":""2025-04-22T15:04:48.777Z""}]",[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,"[{""resourceAccess"":[{""id"":""e383f46e-2787-4529-855e-0e479a3ffac0"",""type"":""Scope""},{""id"":""e1fe6dd8-ba31-4d61-89e7-88639da4683d"",""type"":""Scope""},{""id"":""df021288-bdef-4463-88db-98f22de89214"",""type"":""Role""}],""resourceAppId"":""00000003-0000-0000-c000-000000000000""}]",AzureADMyOrg,null
7673e0d5-d2bb-476a-9b99-aac724c18902,[],null,null,07ff3b4c-75bd-4af4-ba8b-700508f4e365,"[""https://VisualStudio/SPN17891926-f477-4aef-b725-aff6cc77e514""]","{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,hfakhreddine86-Rent-A-Movie-18bd7450-c8a4-4915-8957-0087fd80fd37,"[{""adminConsentDescription"":""Allow the application to access hfakhreddine86-Rent-A-Movie-18bd7450-c8a4-4915-8957-0087fd80fd37 on behalf of the signed-in user."",""adminConsentDisplayName"":""Access hfakhreddine86-Rent-A-Movie-18bd7450-c8a4-4915-8957-0087fd80fd37"",""id"":""2b1278d0-95a1-4d14-8501-8302f54b498f"",""isEnabled"":true,""type"":""User"",""userConsentDescription"":""Allow the application to access hfakhreddine86-Rent-A-Movie-18bd7450-c8a4-4915-8957-0087fd80fd37 on your behalf."",""userConsentDisplayName"":""Access hfakhreddine86-Rent-A-Movie-18bd7450-c8a4-4915-8957-0087fd80fd37"",""value"":""user_impersonation""}]",Application,null,"[{""customKeyIdentifier"":null,""displayName"":null,""endDateTime"":""2022-06-20T03:57:06.3923705Z"",""hint"":null,""keyId"":""a35d27c4-bd72-420b-bc37-d8f434409112"",""secretText"":null,""startDateTime"":""2020-06-20T03:57:06.3923705Z""}]",[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,[],AzureADMyOrg,https://VisualStudio/SPN
8a74eb25-0596-4574-8c92-fcd5eaf4630a,[],null,null,09009e89-b1e7-4bfc-9455-b82abd8107fd,[],"{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,Quality Evaluation Agent - Incident (Microsoft Copilot Studio),[],Application,null,[],[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,[],AzureADMyOrg,null
28e6d217-9d1c-405c-bc21-4b4eeb334da4,[],null,null,09b0e830-34f1-4953-a424-55a7af8ba91e,"[""https://spn/HKpQzx0YSAzHhXbcKK5KyLE1WYv0wmF8tPx8b8OWTwM%3d""]","{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,"[{""customKeyIdentifier"":""A716D767A5CBBAEB0CAB6572EE600D1B790E754E"",""displayName"":null,""endDateTime"":""2022-01-05T00:00:00Z"",""key"":null,""keyId"":""0f1b466e-b952-4345-ba26-cd43b323ad78"",""startDateTime"":""2021-01-04T00:00:00Z"",""type"":""AsymmetricX509Cert"",""usage"":""Verify""}]",[],null,site-reco-59z-asr-automationaccount_HKpQzx0YSAzHhXbcKK5KyLE1WYv0wmF8tPx8b8OWTwM=,"[{""adminConsentDescription"":""Allow the application to access site-reco-59z-asr-automationaccount_HKpQzx0YSAzHhXbcKK5KyLE1WYv0wmF8tPx8b8OWTwM= on behalf of the signed-in user."",""adminConsentDisplayName"":""Access site-reco-59z-asr-automationaccount_HKpQzx0YSAzHhXbcKK5KyLE1WYv0wmF8tPx8b8OWTwM="",""id"":""15a7314d-df1e-4824-989c-39e965ede151"",""isEnabled"":true,""type"":""User"",""userConsentDescription"":""Allow the application to access site-reco-59z-asr-automationaccount_HKpQzx0YSAzHhXbcKK5KyLE1WYv0wmF8tPx8b8OWTwM= on your behalf."",""userConsentDisplayName"":""Access site-reco-59z-asr-automationaccount_HKpQzx0YSAzHhXbcKK5KyLE1WYv0wmF8tPx8b8OWTwM="",""value"":""user_impersonation""}]",Application,null,[],[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,[],AzureADMyOrg,https://management.azure.com//subscriptions/6df8374b-7cbb-4908-b015-0c03996d19fa/resourceGroups/site-recovery-vault-rg/providers/Microsoft.Automation/automationAccounts/site-reco-59z-asr-automationaccount
44b2edd9-afb3-46af-a8c9-df08e4467c2b,[],null,null,0a440b21-ad24-461f-928d-ffec16eed70b,[],"{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,Stakeholder Agent (Microsoft Copilot Studio),[],Application,null,[],[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,[],AzureADMyOrg,null
30e9a116-b694-42c3-9153-28a78e0bd703,[],null,null,0a767f6a-9d2c-41f7-96e0-82b3bed44f74,[],"{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,Family Budget Assistant (Microsoft Copilot Studio),[],Application,null,[],[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,[],AzureADMultipleOrgs,null
26515778-5df7-4734-8b60-4ed72b23ef48,"[{""allowedMemberTypes"":[""User""],""description"":""Basic PoliteMail Access"",""displayName"":""User"",""id"":""ea30ede5-ceae-4c7e-9c5a-936b640ab1c6"",""isEnabled"":true,""origin"":""Application"",""value"":""User""},{""allowedMemberTypes"":[""User""],""description"":""Manager on PoliteMail Server"",""displayName"":""Manager"",""id"":""55bb3a8d-589f-4741-b681-d83c5e73c493"",""isEnabled"":true,""origin"":""Application"",""value"":""Manager""},{""allowedMemberTypes"":[""User""],""description"":""Administrator on PoliteMail Server"",""displayName"":""Administrators"",""id"":""398e19d1-4049-4d4a-9607-e3f7b8a871e4"",""isEnabled"":true,""origin"":""Application"",""value"":""Administrators""}]",null,null,0afcd671-9213-4119-960e-4990be23f151,[],"{""logoUrl"":""https://secure.aadcdn.microsoftonline-p.com/dbd5a2dd-9xbkby9n4z7idtj7vbgnjjackquw6b-s41poipk08m0/appbranding/xpa6mvebrfut1h6unh-qywwheihcdw4nwej-eyuijre/1033/bannerlogo?ts=637195587978863311"",""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,PoliteMail Authentication,[],Application,null,"[{""customKeyIdentifier"":null,""displayName"":""PoliteMailClientSecret"",""endDateTime"":""2299-12-31T07:00:00Z"",""hint"":""72B"",""keyId"":""c4e38146-a4bf-4059-b183-f761b7fbdb32"",""secretText"":null,""startDateTime"":""2020-03-13T15:11:14.199Z""}]",[],"{""redirectUris"":[]}",wgu.edu,"[{""resourceAccess"":[{""id"":""311a71cc-e848-46a1-bdf8-97ff7156d8e6"",""type"":""Scope""},{""id"":""cba73afc-7f69-4d86-8450-4978e04ecd1a"",""type"":""Scope""}],""resourceAppId"":""00000002-0000-0000-c000-000000000000""},{""resourceAccess"":[{""id"":""e1fe6dd8-ba31-4d61-89e7-88639da4683d"",""type"":""Scope""}],""resourceAppId"":""00000003-0000-0000-c000-000000000000""}]",AzureADMyOrg,null
59a5a3d7-fd80-43b0-b68f-8a2f1298f97f,[],null,null,0bb22661-21a2-4c88-bdb4-21e5586f5720,"[""https://WesternGovernorsUniversity.onmicrosoft.com/8c8f1eaf-d0cd-4b54-a323-ab90bbe64e36""]","{""logoUrl"":null,""marketingUrl"":null,""privacyStatementUrl"":null,""supportUrl"":null,""termsOfServiceUrl"":null}",null,[],[],null,Mimecast Essentials for Outlook,"[{""adminConsentDescription"":""Allow the application to access Mimecast Essentials for Outlook on behalf of the signed-in user."",""adminConsentDisplayName"":""Access Mimecast Essentials for Outlook"",""id"":""2b4c86d5-4e87-439d-8ed6-839116e7260e"",""isEnabled"":true,""type"":""User"",""userConsentDescription"":""Allow the application to access Mimecast Essentials for Outlook on your behalf."",""userConsentDisplayName"":""Access Mimecast Essentials for Outlook"",""value"":""user_impersonation""}]",Application,null,[],[],"{""redirectUris"":[]}",WesternGovernorsUniversity.onmicrosoft.com,[],AzureADMyOrg,null
